File Name,Status,Score,Triggered Flags
file_372_Microsoft.WindowsAuthenticationProtocols.Commands.ni.dll,BENIGN,52.61,"F3, F6, F9, F10, F11"
file_373_Microsoft.Windows.Diagnosis.TroubleshootingPack.ni.dll,BENIGN,52.49,"F3, F6, F9, F10, F11"
file_374_Microsoft.Windows.Diagnosis.Commands.GetDiagInput.ni.dll,BENIGN,43.3,"F1, F3, F6, F9, F10"
file_375_Microsoft.Windows.Diagnosis.Commands.WriteDiagProgress.ni.dll,BENIGN,42.21,"F1, F3, F6, F9, F10"
file_376_Microsoft.Windows.Diagnosis.Commands.WriteDiagTelemetry.ni.dll,BENIGN,35.4,"F1, F6, F9, F10"
file_377_Microsoft.Windows.Diagnosis.SDHost.ni.dll,BENIGN,35.4,"F1, F6, F9, F10"
file_378_Microsoft.WindowsSearch.Commands.ni.dll,BENIGN,50.85,"F3, F6, F9, F10, F11"
file_379_Microsoft.Windows.Diagnosis.Commands.UpdateDiagReport.ni.dll,BENIGN,42.54,"F1, F3, F6, F9, F10"
file_37_Microsoft.Transactions.Bridge.Dtc.dll,BENIGN,-2.63,"F1, F3, F9"
file_380_Microsoft.Windows.Diagnosis.SDEngine.ni.dll,BENIGN,42.9,"F1, F3, F6, F9, F10"
file_381_Microsoft.WSMan.Management.ni.dll,BENIGN,54.84,"F3, F6, F9, F10, F11"
file_382_Microsoft.WSMan.Management.Activities.ni.dll,BENIGN,52.31,"F3, F6, F9, F10, F11"
file_383_Microsoft.Windows.Diagnosis.SDCommon.ni.dll,BENIGN,42.94,"F1, F3, F6, F9, F10"
file_384_MIGUIControls.ni.dll,BENIGN,53.52,"F3, F6, F9, F10, F11"
file_385_MMCEx.ni.dll,BENIGN,52.97,"F3, F6, F9, F10, F11"
file_386_MMCFxCommon.ni.dll,BENIGN,51.53,"F3, F6, F9, F10, F11"
file_387_mscorlib.ni.dll,BENIGN,54.67,"F3, F6, F9, F10, F11"
file_388_napcrypt.ni.dll,BENIGN,51.19,"F3, F6, F9, F10, F11"
file_389_napinit.ni.dll,BENIGN,51.1,"F3, F6, F9, F10, F11"
file_38_MSBuild.exe,BENIGN,4.43,"F3, F9, F11"
file_390_PresentationFramework.ni.dll,BENIGN,55.25,"F3, F6, F9, F10, F11"
file_391_PresentationFramework.Aero2.ni.dll,BENIGN,54.18,"F3, F6, F9, F10, F11"
file_392_PresentationCore.ni.dll,BENIGN,54.11,"F3, F6, F9, F10, F11"
file_393_SecurityAuditPoliciesSnapIn.ni.dll,BENIGN,51.25,"F3, F6, F9, F10, F11"
file_394_SrpUxSnapIn.ni.dll,BENIGN,55.27,"F3, F6, F9, F10, F11"
file_395_System.ni.dll,BENIGN,54.47,"F3, F6, F9, F10, F11"
file_396_System.Configuration.Install.ni.dll,BENIGN,52.11,"F3, F6, F9, F10, F11"
file_397_System.Configuration.ni.dll,BENIGN,54.72,"F3, F6, F9, F10, F11"
file_398_System.Core.ni.dll,BENIGN,53.15,"F3, F6, F9, F10, F11"
file_399_System.Data.ni.dll,BENIGN,54.48,"F3, F6, F9, F10, F11"
file_39_mscorlib.dll,BENIGN,6.98,"F3, F9, F11"
file_3_hh.exe,BENIGN,-1.6,"F1, F6, F9"
file_400_System.DirectoryServices.ni.dll,BENIGN,54.79,"F3, F6, F9, F10, F11"
file_401_System.Drawing.ni.dll,BENIGN,54.06,"F3, F6, F9, F10, F11"
file_402_System.Management.Automation.ni.dll,BENIGN,53.74,"F3, F6, F9, F10, F11"
file_403_System.Management.ni.dll,BENIGN,54.42,"F3, F6, F9, F10, F11"
file_404_System.Net.Http.ni.dll,BENIGN,53.86,"F3, F6, F9, F10, F11"
file_405_System.Runtime.Remoting.ni.dll,BENIGN,54.91,"F3, F6, F9, F10, F11"
file_406_System.Runtime.WindowsRuntime.UI.Xaml.ni.dll,BENIGN,51.1,"F3, F6, F9, F10, F11"
file_407_System.Runtime.Serialization.ni.dll,BENIGN,54.47,"F3, F6, F9, F10, F11"
file_408_System.ServiceProcess.ni.dll,BENIGN,52.72,"F3, F6, F9, F10, F11"
file_409_System.ServiceModel.ni.dll,BENIGN,54.13,"F3, F6, F9, F10, F11"
file_40_PresentationCore.dll,BENIGN,12.06,"F3, F9, F11"
file_410_System.Transactions.ni.dll,BENIGN,52.87,"F3, F6, F9, F10, F11"
file_411_System.Web.Services.ni.dll,BENIGN,53.87,"F3, F6, F9, F10, F11"
file_412_System.Windows.Forms.ni.dll,BENIGN,53.83,"F3, F6, F9, F10, F11"
file_413_System.Xaml.ni.dll,BENIGN,53.72,"F3, F6, F9, F10, F11"
file_414_System.Xml.ni.dll,BENIGN,55.24,"F3, F6, F9, F10, F11"
file_415_System.Xml.Linq.ni.dll,BENIGN,53.49,"F3, F6, F9, F10, F11"
file_416_TaskScheduler.ni.dll,BENIGN,57.66,"F3, F6, F9, F10, F11"
file_417_WindowsBase.ni.dll,BENIGN,53.8,"F3, F6, F9, F10, F11"
file_418_PresentationFramework.ni.dll,BENIGN,55.25,"F3, F6, F9, F10, F11"
file_419_PresentationFramework.Aero2.ni.dll,BENIGN,54.18,"F3, F6, F9, F10, F11"
file_41_wpfgfx_v0300.dll,BENIGN,20.01,"F3, F9, F11"
file_420_System.Core.ni.dll,BENIGN,56.49,"F3, F9, F10, F11"
file_421_System.Xaml.ni.dll,BENIGN,53.72,"F3, F6, F9, F10, F11"
file_422_Accessibility.ni.dll,BENIGN,50.63,"F3, F6, F9, F10, F11"
file_423_System.Runtime.Serialization.ni.dll,BENIGN,54.47,"F3, F6, F9, F10, F11"
file_424_System.ni.dll,BENIGN,54.47,"F3, F6, F9, F10, F11"
file_425_System.Xml.ni.dll,BENIGN,55.24,"F3, F6, F9, F10, F11"
file_426_System.Drawing.ni.dll,BENIGN,54.06,"F3, F6, F9, F10, F11"
file_427_Newtonsoft.Json.ni.dll,BENIGN,53.79,"F3, F6, F9, F10, F11"
file_428_PresentationCore.ni.dll,BENIGN,54.11,"F3, F6, F9, F10, F11"
file_429_System.Configuration.ni.dll,BENIGN,54.72,"F3, F6, F9, F10, F11"
file_42_srmlib.dll,BENIGN,-2.23,"F1, F3, F9"
file_430_System.Windows.Forms.ni.dll,BENIGN,53.83,"F3, F6, F9, F10, F11"
file_431_System.Management.ni.dll,BENIGN,57.17,"F3, F9, F10, F11"
file_432_System.ServiceModel.ni.dll,BENIGN,54.13,"F3, F6, F9, F10, F11"
file_433_System.Management.ni.dll,BENIGN,54.42,"F3, F6, F9, F10, F11"
file_434_System.Configuration.Install.ni.dll,BENIGN,52.11,"F3, F6, F9, F10, F11"
file_435_System.Core.ni.dll,BENIGN,53.15,"F3, F6, F9, F10, F11"
file_436_System.Xml.Linq.ni.dll,BENIGN,53.49,"F3, F6, F9, F10, F11"
file_437_WindowsBase.ni.dll,BENIGN,53.8,"F3, F6, F9, F10, F11"
file_438_System.ServiceProcess.ni.dll,BENIGN,52.72,"F3, F6, F9, F10, F11"
file_439_System.ni.dll,BENIGN,57.24,"F3, F9, F10, F11"
file_43_System.Data.dll,BENIGN,5.86,"F3, F9, F11"
file_440_System.Data.ni.dll,BENIGN,54.48,"F3, F6, F9, F10, F11"
file_441_kdnet_uart16550.dll,BENIGN,35.4,"F1, F6, F9, F10"
file_442_kdstub.dll,BENIGN,43.34,"F1, F3, F6, F9, F10"
file_443_kd_02_10df.dll,BENIGN,42.64,"F1, F3, F6, F9, F10"
file_444_kd_02_10ec.dll,BENIGN,50.63,"F3, F6, F9, F10, F11"
file_445_kd_02_1137.dll,BENIGN,35.4,"F1, F6, F9, F10"
file_446_kd_02_14e4.dll,BENIGN,50.83,"F3, F6, F9, F10, F11"
file_447_kd_02_15b3.dll,BENIGN,42.79,"F1, F3, F6, F9, F10"
file_448_kd_02_1969.dll,BENIGN,42.79,"F1, F3, F6, F9, F10"
file_449_kd_02_19a2.dll,BENIGN,42.64,"F1, F3, F6, F9, F10"
file_44_System.Data.OracleClient.dll,BENIGN,5.81,"F3, F9, F11"
file_450_kd_02_1af4.dll,BENIGN,35.4,"F1, F6, F9, F10"
file_451_kd_02_8086.dll,BENIGN,60.91,"F3, F6, F9, F10, F11"
file_452_kd_07_1415.dll,BENIGN,35.4,"F1, F6, F9, F10"
file_453_kd_0C_8086.dll,BENIGN,51.02,"F1, F3, F6, F9, F10"
file_454_bootspaces.dll,BENIGN,51.55,"F3, F10, F11"
file_455_memtest.exe,BENIGN,15.07,"F3, F11"
file_456_bootuwf.dll,BENIGN,41.95,"F3, F10, F11"
file_457_bootvhd.dll,BENIGN,47.5,"F3, F10, F11"
file_458_bootres.dll,MALIGN,81.55,"F3, F5, F6, F9, F10, F11"
file_459_basebrd.dll,BENIGN,70.29,"F3, F5, F6, F9, F10, F11"
file_45_System.EnterpriseServices.dll,BENIGN,4.89,"F3, F9, F11"
file_460_shellbrd.dll,BENIGN,71.65,"F3, F5, F6, F9, F10, F11"
file_461_BrowserCore.exe,BENIGN,43.85,"F3, F6, F9, F11"
file_462_DiagPackage.dll,BENIGN,67.38,"F3, F5, F6, F9, F10, F11"
file_463_DiagPackage.dll,BENIGN,61.84,"F3, F5, F6, F9, F10, F11"
file_464_AudioDiagnosticSnapIn.dll,BENIGN,-2.79,"F1, F3, F9"
file_465_AudioDiagnosticUtil.dll,BENIGN,-1.6,"F1, F6, F9"
file_466_DiagPackage.dll,BENIGN,62.9,"F3, F5, F6, F9, F10, F11"
file_467_DiagPackage.dll,BENIGN,52.25,"F1, F3, F5, F6, F9, F10"
file_468_BluetoothDiagnosticUtil.dll,BENIGN,6.61,"F1, F3, F6, F9"
file_469_DiagPackage.dll,BENIGN,45.0,"F1, F5, F6, F9, F10"
file_46_System.EnterpriseServices.Wrapper.dll,BENIGN,15.57,"F3, F9, F11"
file_470_DiagPackage.dll,BENIGN,60.87,"F3, F5, F6, F9, F10, F11"
file_471_DiagPackage.dll,BENIGN,45.0,"F1, F5, F6, F9, F10"
file_472_DiagPackage.dll,BENIGN,69.02,"F3, F5, F6, F9, F10, F11"
file_473_DiagPackage.dll,BENIGN,65.78,"F3, F5, F6, F9, F10, F11"
file_474_DiagPackage.dll,BENIGN,45.0,"F1, F5, F6, F9, F10"
file_475_KeyboardDiagnostic.dll,BENIGN,-2.81,"F1, F3, F9"
file_476_DiagPackage.dll,BENIGN,70.77,"F3, F5, F6, F9, F10, F11"
file_477_NetworkDiagnosticSnapIn.dll,BENIGN,-2.7,"F1, F3, F9"
file_478_DiagPackage.dll,BENIGN,65.57,"F3, F5, F6, F9, F10, F11"
file_479_DiagPackage.dll,BENIGN,65.42,"F3, F5, F6, F9, F10, F11"
file_47_System.Printing.dll,BENIGN,5.63,"F3, F9, F11"
file_480_DiagPackage.dll,BENIGN,64.03,"F3, F5, F6, F9, F10, F11"
file_481_UpdatePrinterDriver.dll,BENIGN,5.42,"F1, F3, F6, F9"
file_482_DiagPackage.dll,BENIGN,67.42,"F3, F5, F6, F9, F10, F11"
file_483_DiagPackage.dll,BENIGN,65.08,"F3, F5, F6, F9, F10, F11"
file_484_SpeechDiagnosticUtil.dll,BENIGN,43.51,"F3, F6, F9, F11"
file_485_DiagPackage.dll,BENIGN,45.0,"F1, F5, F6, F9, F10"
file_486_VideoDiagnosticUtil.dll,BENIGN,6.35,"F1, F3, F6, F9"
file_487_DiagPackage.dll,BENIGN,62.92,"F3, F5, F6, F9, F10, F11"
file_488_DiagPackage.dll,BENIGN,63.91,"F3, F5, F6, F9, F10, F11"
file_489_DiagPackage.dll,BENIGN,67.63,"F3, F5, F6, F9, F10, F11"
file_48_System.Transactions.dll,BENIGN,4.33,"F3, F9, F11"
file_490_DiagPackage.dll,BENIGN,52.25,"F1, F3, F5, F6, F9, F10"
file_491_SPTIP.DLL,BENIGN,19.44,"F3, F9, F11"
file_492_mshwjpnrIME.dll,BENIGN,66.46,"F3, F5, F6, F9, F10, F11"
file_493_mshwkorrIME.dll,BENIGN,65.56,"F3, F5, F6, F9, F10, F11"
file_494_mshwchtrIME.dll,BENIGN,66.63,"F3, F5, F6, F9, F10, F11"
file_495_SystemSettings.exe,BENIGN,5.71,"F1, F3, F6, F9"
file_496_SystemSettings.dll,BENIGN,57.85,"F3, F6, F9, F11"
file_497_SystemSettingsViewModel.Desktop.dll,BENIGN,57.99,"F3, F6, F9, F11"
file_498_Telemetry.Common.dll,BENIGN,45.04,"F3, F6, F9, F11"
file_499_DIFxAPI.dll,BENIGN,45.05,"F3, F6, F9, F11"
file_49_System.Web.dll,BENIGN,5.47,"F3, F9, F11"
file_4_notepad.exe,BENIGN,57.94,"F3, F6, F9, F11"
file_500_AuditPolicyGPManagedStubs.Interop.dll,BENIGN,-10.0,"F1, F9"
file_501_CustomMarshalers.dll,BENIGN,14.3,"F3, F9, F11"
file_502_ISymWrapper.dll,BENIGN,6.8,"F3, F9, F11"
file_503_Microsoft.AppV.AppvClientComConsumer.dll,BENIGN,16.9,"F3, F9, F11"
file_504_Microsoft.AppV.AppvClientComConsumer.resources.dll,BENIGN,-10.0,"F1, F9"
file_505_Microsoft.CertificateServices.PKIClient.Cmdlets.dll,BENIGN,7.24,"F3, F9, F11"
file_506_Microsoft.ConfigCI.Commands.dll,BENIGN,6.27,"F3, F9, F11"
file_507_Microsoft.ConfigCI.Commands.Resources.dll,BENIGN,-10.0,"F1, F9"
file_508_Microsoft.GroupPolicy.AdmTmplEditor.dll,BENIGN,6.62,"F3, F9, F11"
file_509_Microsoft.GroupPolicy.AdmTmplEditor.Resources.dll,BENIGN,4.14,"F3, F9, F11"
file_50_CustomMarshalers.dll,BENIGN,5.87,"F3, F9, F11"
file_510_Microsoft.GroupPolicy.Interop.dll,BENIGN,7.25,"F3, F9, F11"
file_511_Microsoft.KeyDistributionService.Cmdlets.dll,BENIGN,6.74,"F3, F9, F11"
file_512_Microsoft.Management.Infrastructure.Native.dll,BENIGN,54.14,"F3, F5, F9, F10, F11"
file_513_Microsoft.SecureBoot.Commands.dll,BENIGN,4.84,"F3, F9, F11"
file_514_Microsoft.SecureBoot.Commands.Resources.dll,BENIGN,-10.0,"F1, F9"
file_515_Microsoft.Security.ApplicationId.PolicyManagement.PolicyEngineApi.Interop.dll,BENIGN,-10.0,"F1, F9"
file_516_Microsoft.Tpm.Commands.dll,BENIGN,4.34,"F3, F9, F11"
file_517_Microsoft.Tpm.Commands.Resources.dll,BENIGN,-10.0,"F1, F9"
file_518_Microsoft.Transactions.Bridge.Dtc.dll,BENIGN,5.15,"F3, F9, F11"
file_519_Microsoft.VisualBasic.Activities.Compiler.dll,BENIGN,19.45,"F3, F9, F11"
file_51_ISymWrapper.dll,BENIGN,6.28,"F3, F9, F11"
file_520_Microsoft.Windows.Diagnosis.SDEngine.dll,BENIGN,-10.0,"F1, F9"
file_521_Microsoft.WindowsAuthenticationProtocols.Commands.dll,BENIGN,6.94,"F3, F9, F11"
file_522_MSBuild.exe,BENIGN,14.89,"F3, F9, F11"
file_523_mscorlib.dll,BENIGN,19.02,"F3, F9, F11"
file_524_NAPCRYPT.DLL,BENIGN,7.31,"F3, F9, F11"
file_525_Policy.1.0.Microsoft.Interop.Security.AzRoles.dll,BENIGN,-3.13,"F1, F3, F9"
file_526_Policy.1.2.Microsoft.Interop.Security.AzRoles.dll,BENIGN,-3.17,"F1, F3, F9"
file_527_PresentationCore.dll,BENIGN,17.81,"F3, F9, F11"
file_528_System.Data.dll,BENIGN,17.82,"F3, F9, F11"
file_529_System.Data.OracleClient.dll,BENIGN,14.21,"F3, F9, F11"
file_52_Microsoft.Ink.dll,BENIGN,42.99,"F3, F6, F9, F11"
file_530_System.EnterpriseServices.dll,BENIGN,6.13,"F3, F9, F11"
file_531_System.EnterpriseServices.Wrapper.dll,BENIGN,18.83,"F3, F9, F11"
file_532_System.Printing.dll,BENIGN,5.86,"F3, F9, F11"
file_533_System.Transactions.dll,BENIGN,11.22,"F3, F9, F11"
file_534_System.Web.dll,BENIGN,17.83,"F3, F9, F11"
file_535_AuditPolicyGPManagedStubs.Interop.dll,BENIGN,-1.6,"F1, F6, F9"
file_536_CustomMarshalers.dll,BENIGN,52.35,"F3, F6, F9, F11"
file_537_ISymWrapper.dll,BENIGN,44.54,"F3, F6, F9, F11"
file_538_Microsoft.AppV.AppvClientComConsumer.dll,BENIGN,53.1,"F3, F6, F9, F11"
file_539_Microsoft.AppV.AppvClientComConsumer.resources.dll,BENIGN,-10.0,"F1, F9"
file_53_Microsoft.Interop.Security.AzRoles.dll,BENIGN,-2.72,"F1, F3, F9"
file_540_Microsoft.CertificateServices.PKIClient.Cmdlets.dll,BENIGN,44.57,"F3, F6, F9, F11"
file_541_Microsoft.ConfigCI.Commands.dll,BENIGN,61.28,"F3, F5, F6, F9, F10, F11"
file_542_Microsoft.ConfigCI.Commands.Resources.dll,BENIGN,-10.0,"F1, F9"
file_543_Microsoft.GroupPolicy.AdmTmplEditor.dll,BENIGN,43.46,"F3, F6, F9, F11"
file_544_Microsoft.GroupPolicy.AdmTmplEditor.Resources.dll,BENIGN,4.14,"F3, F9, F11"
file_545_Microsoft.GroupPolicy.Interop.dll,BENIGN,43.38,"F3, F6, F9, F11"
file_546_Microsoft.KeyDistributionService.Cmdlets.dll,BENIGN,5.09,"F1, F3, F6, F9"
file_547_Microsoft.Management.Infrastructure.Native.dll,BENIGN,52.38,"F3, F6, F9, F10, F11"
file_548_Microsoft.SecureBoot.Commands.dll,BENIGN,4.84,"F3, F9, F11"
file_549_Microsoft.SecureBoot.Commands.Resources.dll,BENIGN,-10.0,"F1, F9"
file_54_Microsoft.Transactions.Bridge.Dtc.dll,BENIGN,4.28,"F3, F9, F11"
file_550_Microsoft.Security.ApplicationId.PolicyManagement.PolicyEngineApi.Interop.dll,BENIGN,5.09,"F1, F3, F6, F9"
file_551_Microsoft.Tpm.Commands.dll,BENIGN,4.34,"F3, F9, F11"
file_552_Microsoft.Tpm.Commands.Resources.dll,BENIGN,-10.0,"F1, F9"
file_553_Microsoft.Transactions.Bridge.Dtc.dll,BENIGN,43.38,"F3, F6, F9, F11"
file_554_Microsoft.VisualBasic.Activities.Compiler.dll,BENIGN,57.44,"F3, F6, F9, F11"
file_555_Microsoft.Windows.Diagnosis.SDEngine.dll,BENIGN,-1.6,"F1, F6, F9"
file_556_Microsoft.WindowsAuthenticationProtocols.Commands.dll,BENIGN,5.57,"F1, F3, F6, F9"
file_557_MSBuild.exe,BENIGN,68.62,"F3, F5, F6, F9, F10, F11"
file_558_mscorlib.dll,BENIGN,74.01,"F3, F5, F6, F9, F10, F11"
file_559_NAPCRYPT.DLL,BENIGN,-1.6,"F1, F6, F9"
file_55_MSBuild.exe,BENIGN,51.5,"F3, F5, F9, F10, F11"
file_560_Policy.1.0.Microsoft.Interop.Security.AzRoles.dll,BENIGN,51.71,"F1, F3, F5, F6, F9, F10"
file_561_Policy.1.2.Microsoft.Interop.Security.AzRoles.dll,BENIGN,51.69,"F1, F3, F5, F6, F9, F10"
file_562_PresentationCore.dll,BENIGN,63.18,"F3, F6, F9, F10, F11"
file_563_System.Data.dll,BENIGN,56.12,"F3, F6, F9, F11"
file_564_System.Data.OracleClient.dll,BENIGN,44.21,"F3, F6, F9, F11"
file_565_System.EnterpriseServices.dll,BENIGN,61.14,"F3, F5, F6, F9, F10, F11"
file_566_System.EnterpriseServices.Wrapper.dll,BENIGN,52.95,"F3, F6, F9, F11"
file_567_System.Printing.dll,BENIGN,51.32,"F3, F6, F9, F10, F11"
file_568_System.Transactions.dll,BENIGN,42.71,"F3, F6, F9, F11"
file_569_System.Web.dll,BENIGN,73.04,"F3, F5, F6, F9, F10, F11"
file_56_mscorlib.dll,BENIGN,53.54,"F3, F5, F9, F10, F11"
file_570_Accessibility.dll,BENIGN,8.07,"F3, F9, F11"
file_571_ComSvcConfig.exe,BENIGN,4.68,"F3, F9, F11"
file_572_dfsvc.exe,BENIGN,-0.21,"F9, F11"
file_573_EventViewer.dll,BENIGN,5.91,"F3, F9, F11"
file_574_EventViewer.resources.dll,BENIGN,4.97,"F3, F9, F11"
file_575_Microsoft.Activities.Build.dll,BENIGN,5.61,"F3, F9, F11"
file_576_Microsoft.ApplicationId.Framework.dll,BENIGN,7.02,"F3, F9, F11"
file_577_Microsoft.ApplicationId.Framework.Resources.dll,BENIGN,-10.0,"F1, F9"
file_578_Microsoft.ApplicationId.RuleWizard.dll,BENIGN,3.8,"F3, F9, F11"
file_579_Microsoft.ApplicationId.RuleWizard.Resources.dll,BENIGN,-10.0,"F1, F9"
file_57_PresentationCore.dll,BENIGN,42.36,"F3, F9, F10, F11"
file_580_Microsoft.AppV.AppVClientWmi.dll,BENIGN,6.18,"F3, F9, F11"
file_581_Microsoft.AppV.AppVClientWmi.resources.dll,BENIGN,-10.0,"F1, F9"
file_582_Microsoft.BackgroundIntelligentTransfer.Management.dll,BENIGN,5.06,"F3, F9, F11"
file_583_Microsoft.BackgroundIntelligentTransfer.Management.resources.dll,BENIGN,-10.0,"F1, F9"
file_584_Microsoft.Build.dll,BENIGN,16.89,"F3, F9, F11"
file_585_Microsoft.Build.Conversion.v4.0.dll,BENIGN,4.32,"F3, F9, F11"
file_586_Microsoft.Build.Engine.dll,BENIGN,4.81,"F3, F9, F11"
file_587_Microsoft.Build.Framework.dll,BENIGN,16.57,"F3, F9, F11"
file_588_Microsoft.Build.Tasks.v4.0.dll,BENIGN,15.97,"F3, F9, F11"
file_589_Microsoft.Build.Utilities.v4.0.dll,BENIGN,16.89,"F3, F9, F11"
file_58_wpfgfx_v0300.dll,BENIGN,16.21,"F3, F9, F11"
file_590_Microsoft.CertificateServices.PKIClient.Cmdlets.Resources.dll,BENIGN,-10.0,"F1, F9"
file_591_Microsoft.CSharp.dll,BENIGN,16.34,"F3, F9, F11"
file_592_Microsoft.Dtc.PowerShell.dll,BENIGN,-3.01,"F1, F3, F9"
file_593_Microsoft.Dtc.PowerShell.Resources.dll,BENIGN,-10.0,"F1, F9"
file_594_Microsoft.GroupPolicy.Reporting.dll,BENIGN,-10.0,"F1, F9"
file_595_Microsoft.GroupPolicy.Reporting.Resources.dll,BENIGN,-10.0,"F1, F9"
file_596_Microsoft.Internal.Tasks.Dataflow.dll,BENIGN,6.99,"F3, F9, F11"
file_597_Microsoft.InternationalSettings.Commands.dll,BENIGN,-2.61,"F1, F3, F9"
file_598_Microsoft.Isam.Esent.Interop.dll,BENIGN,6.03,"F3, F9, F11"
file_599_Microsoft.Isam.Esent.Interop.Wsa.dll,BENIGN,5.81,"F3, F9, F11"
file_59_srmlib.dll,BENIGN,-2.23,"F1, F3, F9"
file_5_py.exe,BENIGN,19.27,"F3, F9, F11"
file_600_Microsoft.JScript.dll,BENIGN,5.33,"F3, F9, F11"
file_601_Microsoft.KeyDistributionService.Cmdlets.Resources.dll,BENIGN,-10.0,"F1, F9"
file_602_Microsoft.Management.Infrastructure.dll,BENIGN,6.36,"F3, F9, F11"
file_603_Microsoft.Management.Infrastructure.CimCmdlets.dll,BENIGN,5.09,"F3, F9, F11"
file_604_Microsoft.Management.Infrastructure.CimCmdlets.Resources.dll,BENIGN,-10.0,"F1, F9"
file_605_Microsoft.Management.Infrastructure.Resources.dll,BENIGN,-10.0,"F1, F9"
file_606_Microsoft.PowerShell.Activities.dll,BENIGN,5.5,"F3, F9, F11"
file_607_Microsoft.PowerShell.Activities.Resources.dll,BENIGN,-10.0,"F1, F9"
file_608_Microsoft.PowerShell.Cmdletization.OData.dll,BENIGN,4.58,"F3, F9, F11"
file_609_Microsoft.PowerShell.Cmdletization.OData.Resources.dll,BENIGN,-10.0,"F1, F9"
file_60_System.Data.dll,BENIGN,12.88,"F3, F9, F11"
file_610_Microsoft.PowerShell.Commands.Diagnostics.dll,BENIGN,5.61,"F3, F9, F11"
file_611_Microsoft.PowerShell.Commands.Diagnostics.resources.dll,BENIGN,-10.0,"F1, F9"
file_612_Microsoft.PowerShell.Commands.Management.dll,BENIGN,6.16,"F3, F9, F11"
file_613_Microsoft.PowerShell.Commands.Management.Resources.dll,BENIGN,-10.0,"F1, F9"
file_614_Microsoft.PowerShell.Commands.Utility.dll,BENIGN,-10.0,"F1, F9"
file_615_Microsoft.PowerShell.Commands.Utility.Resources.dll,BENIGN,-10.0,"F1, F9"
file_616_Microsoft.PowerShell.ConsoleHost.dll,BENIGN,5.62,"F3, F9, F11"
file_617_Microsoft.PowerShell.ConsoleHost.Resources.dll,BENIGN,-10.0,"F1, F9"
file_618_Microsoft.PowerShell.Core.Activities.dll,BENIGN,4.6,"F3, F9, F11"
file_619_Microsoft.PowerShell.Diagnostics.Activities.dll,BENIGN,-3.02,"F1, F3, F9"
file_61_System.Data.OracleClient.dll,BENIGN,5.26,"F3, F9, F11"
file_620_Microsoft.PowerShell.Editor.dll,BENIGN,5.81,"F3, F9, F11"
file_621_Microsoft.PowerShell.Editor.Resources.dll,BENIGN,12.59,"F3, F9, F11"
file_622_Microsoft.PowerShell.GPowerShell.dll,BENIGN,4.75,"F3, F9, F11"
file_623_Microsoft.PowerShell.Gpowershell.resources.dll,BENIGN,6.64,"F3, F9, F11"
file_624_Microsoft.PowerShell.GraphicalHost.dll,BENIGN,6.24,"F3, F9, F11"
file_625_Microsoft.PowerShell.GraphicalHost.Resources.dll,BENIGN,7.08,"F3, F9, F11"
file_626_Microsoft.PowerShell.ISECommon.dll,BENIGN,4.13,"F3, F9, F11"
file_627_Microsoft.PowerShell.ISECommon.resources.dll,BENIGN,-10.0,"F1, F9"
file_628_Microsoft.PowerShell.Management.Activities.dll,BENIGN,4.54,"F3, F9, F11"
file_629_Microsoft.PowerShell.ScheduledJob.dll,BENIGN,5.48,"F3, F9, F11"
file_62_System.EnterpriseServices.dll,BENIGN,51.57,"F3, F5, F9, F10, F11"
file_630_Microsoft.PowerShell.ScheduledJob.Resources.dll,BENIGN,-10.0,"F1, F9"
file_631_Microsoft.PowerShell.Security.dll,BENIGN,5.48,"F3, F9, F11"
file_632_Microsoft.PowerShell.Security.Activities.dll,BENIGN,-3.18,"F1, F3, F9"
file_633_Microsoft.PowerShell.Security.Resources.dll,BENIGN,-10.0,"F1, F9"
file_634_Microsoft.PowerShell.Utility.Activities.dll,BENIGN,4.33,"F3, F9, F11"
file_635_Microsoft.PowerShell.Utility.Activities.Resources.dll,BENIGN,-10.0,"F1, F9"
file_636_Microsoft.PowerShell.Workflow.ServiceCore.dll,BENIGN,4.01,"F3, F9, F11"
file_637_Microsoft.PowerShell.Workflow.ServiceCore.Resources.dll,BENIGN,-10.0,"F1, F9"
file_638_Microsoft.Security.ApplicationId.PolicyManagement.Cmdlets.dll,BENIGN,4.23,"F3, F9, F11"
file_639_Microsoft.Security.ApplicationId.PolicyManagement.Cmdlets.Resources.dll,BENIGN,-10.0,"F1, F9"
file_63_System.EnterpriseServices.Wrapper.dll,BENIGN,14.36,"F3, F9, F11"
file_640_Microsoft.Security.ApplicationId.PolicyManagement.PolicyManager.dll,BENIGN,4.49,"F3, F9, F11"
file_641_Microsoft.Security.ApplicationId.PolicyManagement.PolicyManager.Resources.dll,BENIGN,-10.0,"F1, F9"
file_642_Microsoft.Security.ApplicationId.PolicyManagement.PolicyModel.dll,BENIGN,6.34,"F3, F9, F11"
file_643_Microsoft.Security.ApplicationId.PolicyManagement.PolicyModel.Resources.dll,BENIGN,-10.0,"F1, F9"
file_644_Microsoft.Security.ApplicationId.PolicyManagement.XmlHelper.dll,BENIGN,-3.21,"F1, F3, F9"
file_645_Microsoft.Security.ApplicationId.Wizards.AutomaticRuleGenerationWizard.dll,BENIGN,10.19,"F3, F9, F11"
file_646_Microsoft.Security.ApplicationId.Wizards.AutomaticRuleGenerationWizard.resources.dll,BENIGN,10.69,"F3, F9, F11"
file_647_Microsoft.Tpm.dll,BENIGN,4.31,"F3, F9, F11"
