File Name,Status,Score,Triggered Flags
file_648_microsoft.tpm.resources.dll,BENIGN,3.52,"F3, F9, F11"
file_649_Microsoft.Transactions.Bridge.dll,BENIGN,5.15,"F3, F9, F11"
file_64_System.Printing.dll,BENIGN,43.1,"F3, F9, F10, F11"
file_650_Microsoft.Uev.ManagedAgentWmi.dll,BENIGN,-2.98,"F1, F3, F9"
file_651_Microsoft.Uev.ManagedAgentWmi.WinRT.dll,BENIGN,-2.76,"F1, F3, F9"
file_652_Microsoft.VisualBasic.dll,BENIGN,15.8,"F3, F9, F11"
file_653_Microsoft.VisualBasic.Compatibility.dll,BENIGN,3.75,"F3, F9, F11"
file_654_Microsoft.VisualBasic.Compatibility.Data.dll,BENIGN,6.47,"F3, F9, F11"
file_655_Microsoft.VisualC.Dll,BENIGN,1.67,"F9, F11"
file_656_Microsoft.VisualC.STLCLR.dll,BENIGN,-1.6,"F9, F11"
file_657_Microsoft.Win32.Primitives.dll,BENIGN,2.16,"F9, F11"
file_658_Microsoft.Windows.ApplicationServer.Applications.dll,BENIGN,-2.62,"F1, F3, F9"
file_659_Microsoft.Windows.Appx.PackageManager.Commands.dll,BENIGN,6.01,"F3, F9, F11"
file_65_System.Transactions.dll,BENIGN,3.81,"F3, F9, F11"
file_660_Microsoft.Windows.Appx.PackageManager.Commands.Resources.dll,BENIGN,-10.0,"F1, F9"
file_661_Microsoft.Windows.DeveloperLicense.Commands.dll,BENIGN,-3.27,"F1, F3, F9"
file_662_Microsoft.Windows.DeveloperLicense.Commands.Resources.dll,BENIGN,-10.0,"F1, F9"
file_663_Microsoft.Windows.Diagnosis.Commands.GetDiagInput.dll,BENIGN,-10.0,"F1, F9"
file_664_Microsoft.Windows.Diagnosis.Commands.GetDiagInput.resources.dll,BENIGN,-10.0,"F1, F9"
file_665_Microsoft.Windows.Diagnosis.Commands.UpdateDiagReport.dll,BENIGN,-10.0,"F1, F9"
file_666_Microsoft.Windows.Diagnosis.Commands.UpdateDiagReport.resources.dll,BENIGN,-10.0,"F1, F9"
file_667_Microsoft.Windows.Diagnosis.Commands.UpdateDiagRootcause.dll,BENIGN,-10.0,"F1, F9"
file_668_Microsoft.Windows.Diagnosis.Commands.UpdateDiagRootcause.resources.dll,BENIGN,-10.0,"F1, F9"
file_669_Microsoft.Windows.Diagnosis.Commands.WriteDiagProgress.dll,BENIGN,-10.0,"F1, F9"
file_66_System.Web.dll,BENIGN,52.06,"F3, F5, F9, F10, F11"
file_670_Microsoft.Windows.Diagnosis.Commands.WriteDiagProgress.resources.dll,BENIGN,-10.0,"F1, F9"
file_671_Microsoft.Windows.Diagnosis.Commands.WriteDiagTelemetry.dll,BENIGN,-10.0,"F1, F9"
file_672_Microsoft.Windows.Diagnosis.Commands.WriteDiagTelemetry.resources.dll,BENIGN,-10.0,"F1, F9"
file_673_Microsoft.Windows.Diagnosis.SDCommon.dll,BENIGN,-10.0,"F1, F9"
file_674_Microsoft.Windows.Diagnosis.SDHost.dll,BENIGN,-10.0,"F1, F9"
file_675_Microsoft.Windows.Diagnosis.SDHost.resources.dll,BENIGN,-10.0,"F1, F9"
file_676_Microsoft.Windows.Diagnosis.TroubleshootingPack.dll,BENIGN,-3.08,"F1, F3, F9"
file_677_Microsoft.Windows.Diagnosis.TroubleshootingPack.resources.dll,BENIGN,-10.0,"F1, F9"
file_678_Microsoft.Windows.DSC.CoreConfProviders.dll,BENIGN,5.34,"F3, F9, F11"
file_679_Microsoft.Windows.DSC.CoreConfProviders.resources.dll,BENIGN,-10.0,"F1, F9"
file_67_Accessibility.dll,BENIGN,-2.78,"F1, F3, F9"
file_680_Microsoft.Windows.StartLayout.Commands.dll,BENIGN,-2.98,"F1, F3, F9"
file_681_Microsoft.Windows.StartLayout.Commands.Resources.dll,BENIGN,-10.0,"F1, F9"
file_682_Microsoft.windowsauthenticationprotocols.commands.resources.dll,BENIGN,-10.0,"F1, F9"
file_683_Microsoft.WindowsSearch.Commands.dll,BENIGN,-3.31,"F1, F3, F9"
file_684_Microsoft.WindowsSearch.Commands.Resources.dll,BENIGN,-10.0,"F1, F9"
file_685_Microsoft.Workflow.Compiler.exe,BENIGN,7.18,"F3, F9, F11"
file_686_Microsoft.WSMan.Management.dll,BENIGN,5.13,"F3, F9, F11"
file_687_Microsoft.WSMan.Management.Activities.dll,BENIGN,-3.17,"F1, F3, F9"
file_688_Microsoft.WSMan.Management.resources.dll,BENIGN,-10.0,"F1, F9"
file_689_Microsoft.WSMan.Runtime.dll,BENIGN,-10.0,"F1, F9"
file_68_AspNetMMCExt.dll,BENIGN,-3.32,"F1, F3, F9"
file_690_MIGUIControls.dll,BENIGN,5.47,"F3, F9, F11"
file_691_MIGUIControls.resources.dll,BENIGN,-10.0,"F1, F9"
file_692_NAPINIT.DLL,BENIGN,3.8,"F3, F9, F11"
file_693_napinit.Resources.dll,BENIGN,-10.0,"F1, F9"
file_694_netstandard.dll,BENIGN,-2.66,"F9, F11"
file_695_Policy.1.0.Microsoft.Powershell.Commands.Management.dll,BENIGN,-10.0,"F1, F9"
file_696_Policy.1.0.Microsoft.Powershell.Commands.Utility.dll,BENIGN,-10.0,"F1, F9"
file_697_Policy.1.0.Microsoft.Powershell.ConsoleHost.dll,BENIGN,-10.0,"F1, F9"
file_698_Policy.1.0.Microsoft.Powershell.Security.dll,BENIGN,-10.0,"F1, F9"
file_699_Policy.1.0.System.Management.Automation.dll,BENIGN,-10.0,"F1, F9"
file_69_ComSvcConfig.exe,BENIGN,4.15,"F3, F9, F11"
file_6_pyw.exe,BENIGN,19.26,"F3, F9, F11"
file_700_Policy.3.0.Microsoft.BackgroundIntelligentTransfer.Management.dll,BENIGN,-3.29,"F1, F3, F9"
file_701_PresentationBuildTasks.dll,BENIGN,4.71,"F3, F9, F11"
file_702_PresentationFramework.dll,BENIGN,18.36,"F3, F9, F11"
file_703_PresentationFramework-SystemCore.dll,BENIGN,6.14,"F3, F9, F11"
file_704_PresentationFramework-SystemData.dll,BENIGN,6.4,"F3, F9, F11"
file_705_PresentationFramework-SystemDrawing.dll,BENIGN,6.29,"F3, F9, F11"
file_706_PresentationFramework-SystemXml.dll,BENIGN,-0.41,"F9, F11"
file_707_PresentationFramework-SystemXmlLinq.dll,BENIGN,-0.17,"F9, F11"
file_708_PresentationFramework.Aero.dll,BENIGN,14.05,"F3, F9, F11"
file_709_PresentationFramework.Aero2.dll,BENIGN,6.47,"F3, F9, F11"
file_70_cscompmgd.dll,BENIGN,-3.07,"F1, F3, F9"
file_710_PresentationFramework.AeroLite.dll,BENIGN,6.95,"F3, F9, F11"
file_711_PresentationFramework.Classic.dll,BENIGN,7.0,"F3, F9, F11"
file_712_PresentationFramework.Luna.dll,BENIGN,14.03,"F3, F9, F11"
file_713_PresentationFramework.Royale.dll,BENIGN,6.6,"F3, F9, F11"
file_714_PresentationUI.dll,BENIGN,8.87,"F3, F9, F11"
file_715_ReachFramework.dll,BENIGN,5.13,"F3, F9, F11"
file_716_SecurityAuditPoliciesSnapIn.dll,BENIGN,4.21,"F3, F9, F11"
file_717_SecurityAuditPoliciesSnapIn.resources.dll,BENIGN,-3.24,"F1, F3, F9"
file_718_SMDiagnostics.dll,BENIGN,7.36,"F3, F9, F11"
file_719_SMSvcHost.exe,BENIGN,5.39,"F3, F9, F11"
file_71_dfsvc.exe,BENIGN,-10.0,"F1, F9"
file_720_SrpUxSnapIn.dll,BENIGN,9.72,"F3, F9, F11"
file_721_SrpUxSnapIn.resources.dll,BENIGN,9.02,"F3, F9, F11"
file_722_sysglobl.dll,BENIGN,5.56,"F3, F9, F11"
file_723_System.dll,BENIGN,17.49,"F3, F9, F11"
file_724_System.Activities.dll,BENIGN,16.46,"F3, F9, F11"
file_725_System.Activities.Core.Presentation.dll,BENIGN,13.39,"F3, F9, F11"
file_726_System.Activities.DurableInstancing.dll,BENIGN,13.75,"F3, F9, F11"
file_727_System.Activities.Presentation.dll,BENIGN,17.93,"F3, F9, F11"
file_728_System.AddIn.dll,BENIGN,5.79,"F3, F9, F11"
file_729_System.AddIn.Contract.dll,BENIGN,-2.33,"F9, F11"
file_72_IEExecRemote.dll,BENIGN,-2.7,"F1, F3, F9"
file_730_System.AppContext.dll,BENIGN,2.07,"F9, F11"
file_731_System.Collections.dll,BENIGN,1.46,"F9, F11"
file_732_System.Collections.Concurrent.dll,BENIGN,1.88,"F9, F11"
file_733_System.Collections.NonGeneric.dll,BENIGN,1.86,"F9, F11"
file_734_System.Collections.Specialized.dll,BENIGN,1.87,"F9, F11"
file_735_System.ComponentModel.dll,BENIGN,1.71,"F9, F11"
file_736_System.ComponentModel.Annotations.dll,BENIGN,1.54,"F9, F11"
file_737_System.ComponentModel.Composition.dll,BENIGN,16.78,"F3, F9, F11"
file_738_system.componentmodel.composition.registration.dll,BENIGN,7.28,"F3, F9, F11"
file_739_System.ComponentModel.DataAnnotations.dll,BENIGN,5.58,"F3, F9, F11"
file_73_IEHost.dll,BENIGN,-2.57,"F1, F3, F9"
file_740_System.ComponentModel.EventBasedAsync.dll,BENIGN,2.03,"F9, F11"
file_741_System.ComponentModel.Primitives.dll,BENIGN,1.72,"F9, F11"
file_742_System.ComponentModel.TypeConverter.dll,BENIGN,1.47,"F9, F11"
file_743_System.Configuration.dll,BENIGN,16.66,"F3, F9, F11"
file_744_System.Configuration.Install.dll,BENIGN,-2.06,"F9, F11"
file_745_System.Console.dll,BENIGN,1.7,"F9, F11"
file_746_System.Core.dll,BENIGN,15.73,"F3, F9, F11"
file_747_System.Data.Common.dll,BENIGN,1.72,"F9, F11"
file_748_System.Data.DataSetExtensions.dll,BENIGN,5.47,"F3, F9, F11"
file_749_System.Data.Entity.dll,BENIGN,17.01,"F3, F9, F11"
file_74_IIEHost.dll,BENIGN,-10.0,"F1, F9"
file_750_System.Data.Entity.Design.dll,BENIGN,13.24,"F3, F9, F11"
file_751_System.Data.Linq.dll,BENIGN,5.52,"F3, F9, F11"
file_752_System.Data.Services.dll,BENIGN,4.42,"F3, F9, F11"
file_753_System.Data.Services.Client.dll,BENIGN,5.42,"F3, F9, F11"
file_754_System.Data.Services.Design.dll,BENIGN,5.75,"F3, F9, F11"
file_755_System.Data.SqlXml.dll,BENIGN,13.92,"F3, F9, F11"
file_756_System.Deployment.dll,BENIGN,3.66,"F3, F9, F11"
file_757_System.Design.dll,BENIGN,13.26,"F3, F9, F11"
file_758_System.Device.dll,BENIGN,4.35,"F3, F9, F11"
file_759_System.Diagnostics.Contracts.dll,BENIGN,1.63,"F9, F11"
file_75_Microsoft.Build.Conversion.v3.5.dll,BENIGN,-3.11,"F1, F3, F9"
file_760_System.Diagnostics.Debug.dll,BENIGN,1.88,"F9, F11"
file_761_System.Diagnostics.FileVersionInfo.dll,BENIGN,2.19,"F9, F11"
file_762_System.Diagnostics.Process.dll,BENIGN,1.88,"F9, F11"
file_763_System.Diagnostics.StackTrace.dll,BENIGN,1.7,"F9, F11"
file_764_System.Diagnostics.TextWriterTraceListener.dll,BENIGN,1.79,"F9, F11"
file_765_System.Diagnostics.Tools.dll,BENIGN,1.73,"F9, F11"
file_766_System.Diagnostics.TraceSource.dll,BENIGN,1.95,"F9, F11"
file_767_System.Diagnostics.Tracing.dll,BENIGN,8.65,"F3, F9, F11"
file_768_System.DirectoryServices.dll,BENIGN,6.33,"F3, F9, F11"
file_769_System.DirectoryServices.AccountManagement.dll,BENIGN,5.74,"F3, F9, F11"
file_76_Microsoft.Build.Engine.dll,BENIGN,-2.94,"F1, F3, F9"
file_770_System.DirectoryServices.Protocols.dll,BENIGN,5.84,"F3, F9, F11"
file_771_System.Drawing.dll,BENIGN,15.59,"F3, F9, F11"
file_772_System.Drawing.Design.dll,BENIGN,5.84,"F3, F9, F11"
file_773_System.Drawing.Primitives.dll,BENIGN,1.71,"F9, F11"
file_774_System.Dynamic.dll,BENIGN,14.21,"F3, F9, F11"
file_775_System.Dynamic.Runtime.dll,BENIGN,1.8,"F9, F11"
file_776_System.Globalization.dll,BENIGN,1.84,"F9, F11"
file_777_System.Globalization.Calendars.dll,BENIGN,2.05,"F9, F11"
file_778_System.Globalization.Extensions.dll,BENIGN,1.76,"F9, F11"
file_779_System.IdentityModel.dll,BENIGN,12.94,"F3, F9, F11"
file_77_Microsoft.Build.Engine.dll,BENIGN,-2.7,"F1, F3, F9"
file_780_System.IdentityModel.Selectors.dll,BENIGN,4.57,"F3, F9, F11"
file_781_System.IdentityModel.Services.dll,BENIGN,5.52,"F3, F9, F11"
file_782_System.IO.dll,BENIGN,1.78,"F9, F11"
file_783_System.IO.Compression.dll,BENIGN,6.71,"F3, F9, F11"
file_784_System.IO.Compression.FileSystem.dll,BENIGN,6.76,"F3, F9, F11"
file_785_System.IO.Compression.ZipFile.dll,BENIGN,2.04,"F9, F11"
file_786_System.IO.FileSystem.dll,BENIGN,1.78,"F9, F11"
file_787_System.IO.FileSystem.DriveInfo.dll,BENIGN,9.06,"F3, F9, F11"
file_788_System.IO.FileSystem.Primitives.dll,BENIGN,1.74,"F9, F11"
file_789_System.IO.FileSystem.Watcher.dll,BENIGN,1.87,"F9, F11"
file_78_Microsoft.Build.Framework.dll,BENIGN,-10.0,"F1, F9"
file_790_System.IO.IsolatedStorage.dll,BENIGN,9.05,"F3, F9, F11"
file_791_System.IO.Log.dll,BENIGN,5.87,"F3, F9, F11"
file_792_System.IO.MemoryMappedFiles.dll,BENIGN,1.89,"F9, F11"
file_793_System.IO.Pipes.dll,BENIGN,1.78,"F9, F11"
file_794_System.IO.UnmanagedMemoryStream.dll,BENIGN,8.97,"F3, F9, F11"
file_795_System.Linq.dll,BENIGN,8.8,"F3, F9, F11"
file_796_System.Linq.Expressions.dll,BENIGN,1.55,"F9, F11"
file_797_System.Linq.Parallel.dll,BENIGN,1.75,"F9, F11"
file_798_System.Linq.Queryable.dll,BENIGN,1.76,"F9, F11"
file_799_System.Management.dll,BENIGN,5.47,"F3, F9, F11"
file_79_Microsoft.Build.Framework.dll,BENIGN,-3.01,"F1, F3, F9"
file_7_regedit.exe,BENIGN,51.65,"F3, F6, F9, F11"
file_800_System.Management.Automation.dll,BENIGN,5.36,"F3, F9, F11"
file_801_System.Management.Automation.Resources.dll,BENIGN,-10.0,"F1, F9"
file_802_System.Management.Instrumentation.dll,BENIGN,6.29,"F3, F9, F11"
file_803_System.Messaging.dll,BENIGN,6.34,"F3, F9, F11"
file_804_System.Net.dll,BENIGN,4.31,"F3, F9, F11"
file_805_System.Net.Http.dll,BENIGN,15.24,"F3, F9, F11"
file_806_System.Net.Http.Rtc.dll,BENIGN,1.75,"F9, F11"
file_807_System.Net.Http.WebRequest.dll,BENIGN,-1.18,"F9, F11"
file_808_System.Net.NameResolution.dll,BENIGN,2.12,"F9, F11"
file_809_System.Net.NetworkInformation.dll,BENIGN,1.5,"F9, F11"
file_80_Microsoft.Build.Tasks.dll,BENIGN,4.79,"F3, F9, F11"
file_810_System.Net.Ping.dll,BENIGN,1.68,"F9, F11"
file_811_System.Net.Primitives.dll,BENIGN,1.82,"F9, F11"
file_812_System.Net.Requests.dll,BENIGN,1.78,"F9, F11"
file_813_System.Net.Security.dll,BENIGN,1.94,"F9, F11"
file_814_System.Net.Sockets.dll,BENIGN,1.57,"F9, F11"
file_815_System.Net.WebHeaderCollection.dll,BENIGN,1.73,"F9, F11"
file_816_System.Net.WebSockets.dll,BENIGN,1.73,"F9, F11"
file_817_System.Net.WebSockets.Client.dll,BENIGN,1.69,"F9, F11"
file_818_System.Numerics.dll,BENIGN,5.08,"F3, F9, F11"
file_819_System.Numerics.Vectors.dll,BENIGN,8.32,"F3, F9, F11"
file_81_Microsoft.Build.Tasks.v3.5.dll,BENIGN,4.57,"F3, F9, F11"
file_820_System.ObjectModel.dll,BENIGN,1.73,"F9, F11"
file_821_System.Reflection.dll,BENIGN,1.74,"F9, F11"
file_822_System.Reflection.context.dll,BENIGN,5.5,"F3, F9, F11"
file_823_System.Reflection.Emit.dll,BENIGN,1.7,"F9, F11"
file_824_System.Reflection.Emit.ILGeneration.dll,BENIGN,1.9,"F9, F11"
file_825_System.Reflection.Emit.Lightweight.dll,BENIGN,1.78,"F9, F11"
file_826_System.Reflection.Extensions.dll,BENIGN,9.09,"F3, F9, F11"
file_827_System.Reflection.Primitives.dll,BENIGN,1.92,"F9, F11"
file_828_System.Resources.Reader.dll,BENIGN,2.1,"F9, F11"
file_829_System.Resources.ResourceManager.dll,BENIGN,1.82,"F9, F11"
file_82_Microsoft.Build.Utilities.dll,BENIGN,-10.0,"F1, F9"
file_830_System.Resources.Writer.dll,BENIGN,2.11,"F9, F11"
file_831_System.Runtime.dll,BENIGN,-0.07,"F9, F11"
file_832_System.Runtime.Caching.dll,BENIGN,5.72,"F3, F9, F11"
file_833_System.Runtime.CompilerServices.VisualC.dll,BENIGN,2.05,"F9, F11"
file_834_System.Runtime.DurableInstancing.dll,BENIGN,14.04,"F3, F9, F11"
file_835_System.Runtime.Extensions.dll,BENIGN,1.89,"F9, F11"
file_836_System.Runtime.Handles.dll,BENIGN,1.81,"F9, F11"
file_837_System.Runtime.InteropServices.dll,BENIGN,1.08,"F9, F11"
file_838_System.Runtime.InteropServices.RuntimeInformation.dll,BENIGN,1.82,"F9, F11"
file_839_System.Runtime.InteropServices.WindowsRuntime.dll,BENIGN,2.08,"F9, F11"
file_83_Microsoft.Build.Utilities.v3.5.dll,BENIGN,-2.89,"F1, F3, F9"
file_840_System.Runtime.Numerics.dll,BENIGN,2.11,"F9, F11"
file_841_System.Runtime.Remoting.dll,BENIGN,6.08,"F3, F9, F11"
file_842_System.Runtime.Serialization.dll,BENIGN,15.87,"F3, F9, F11"
file_843_System.Runtime.Serialization.Formatters.dll,BENIGN,1.92,"F9, F11"
file_844_System.Runtime.Serialization.Formatters.Soap.dll,BENIGN,5.42,"F3, F9, F11"
file_845_System.Runtime.Serialization.Json.dll,BENIGN,1.75,"F9, F11"
file_846_System.Runtime.Serialization.Primitives.dll,BENIGN,2.1,"F9, F11"
file_847_System.Runtime.Serialization.Xml.dll,BENIGN,1.67,"F9, F11"
file_848_System.Runtime.WindowsRuntime.dll,BENIGN,13.94,"F3, F9, F11"
file_849_System.Runtime.WindowsRuntime.UI.Xaml.dll,BENIGN,-1.56,"F9, F11"
file_84_Microsoft.Ink.Resources.dll,BENIGN,-10.0,"F1, F9"
file_850_System.Security.dll,BENIGN,6.68,"F3, F9, F11"
file_851_System.Security.Claims.dll,BENIGN,1.73,"F9, F11"
file_852_System.Security.Cryptography.Algorithms.dll,BENIGN,1.71,"F9, F11"
file_853_System.Security.Cryptography.Csp.dll,BENIGN,1.81,"F9, F11"
file_854_System.Security.Cryptography.Encoding.dll,BENIGN,1.86,"F9, F11"
file_855_System.Security.Cryptography.Primitives.dll,BENIGN,1.98,"F9, F11"
file_856_System.Security.Cryptography.X509Certificates.dll,BENIGN,1.73,"F9, F11"
file_857_System.Security.Principal.dll,BENIGN,2.15,"F9, F11"
file_858_System.Security.SecureString.dll,BENIGN,8.92,"F3, F9, F11"
file_859_System.ServiceModel.dll,BENIGN,16.36,"F3, F9, F11"
file_85_Microsoft.JScript.dll,BENIGN,5.06,"F3, F9, F11"
file_860_System.ServiceModel.Activation.dll,BENIGN,13.92,"F3, F9, F11"
file_861_System.ServiceModel.Activities.dll,BENIGN,14.91,"F3, F9, F11"
file_862_System.ServiceModel.Channels.dll,BENIGN,6.25,"F3, F9, F11"
file_863_System.ServiceModel.Discovery.dll,BENIGN,15.39,"F3, F9, F11"
file_864_System.ServiceModel.Duplex.dll,BENIGN,1.84,"F9, F11"
file_865_System.ServiceModel.Http.dll,BENIGN,1.96,"F9, F11"
file_866_System.ServiceModel.Internals.dll,BENIGN,16.2,"F3, F9, F11"
file_867_System.ServiceModel.NetTcp.dll,BENIGN,2.03,"F9, F11"
file_868_System.ServiceModel.Primitives.dll,BENIGN,0.85,"F9, F11"
file_869_System.ServiceModel.Routing.dll,BENIGN,14.49,"F3, F9, F11"
file_86_Microsoft.ManagementConsole.dll,BENIGN,4.5,"F3, F9, F11"
file_870_System.ServiceModel.Security.dll,BENIGN,1.73,"F9, F11"
file_871_System.ServiceModel.ServiceMoniker40.dll,BENIGN,6.66,"F3, F9, F11"
file_872_System.ServiceModel.WasHosting.dll,BENIGN,5.59,"F3, F9, F11"
file_873_System.ServiceModel.Web.dll,BENIGN,15.46,"F3, F9, F11"
file_874_System.ServiceProcess.dll,BENIGN,5.74,"F3, F9, F11"
file_875_System.Speech.dll,BENIGN,3.79,"F3, F9, F11"
file_876_System.Text.Encoding.dll,BENIGN,1.95,"F9, F11"
file_877_System.Text.Encoding.Extensions.dll,BENIGN,1.77,"F9, F11"
file_878_System.Text.RegularExpressions.dll,BENIGN,1.85,"F9, F11"
file_879_System.Threading.dll,BENIGN,1.74,"F9, F11"
file_87_Microsoft.ManagementConsole.Resources.dll,BENIGN,-10.0,"F1, F9"
file_880_System.Threading.Overlapped.dll,BENIGN,1.78,"F9, F11"
file_881_System.Threading.Tasks.dll,BENIGN,1.44,"F9, F11"
file_882_System.Threading.Tasks.Parallel.dll,BENIGN,1.76,"F9, F11"
file_883_System.Threading.Thread.dll,BENIGN,1.73,"F9, F11"
file_884_System.Threading.ThreadPool.dll,BENIGN,1.75,"F9, F11"
file_885_System.Threading.Timer.dll,BENIGN,2.1,"F9, F11"
file_886_System.ValueTuple.dll,BENIGN,1.78,"F9, F11"
file_887_System.Web.Abstractions.dll,BENIGN,-0.17,"F9, F11"
file_888_System.Web.ApplicationServices.dll,BENIGN,-1.46,"F9, F11"
file_889_System.Web.DataVisualization.dll,BENIGN,4.55,"F3, F9, F11"
file_88_Microsoft.PowerShell.Commands.Diagnostics.dll,BENIGN,4.65,"F3, F9, F11"
file_890_System.Web.DataVisualization.Design.dll,BENIGN,5.53,"F3, F9, F11"
file_891_System.Web.DynamicData.dll,BENIGN,13.97,"F3, F9, F11"
file_892_System.Web.DynamicData.Design.dll,BENIGN,-2.37,"F9, F11"
file_893_System.Web.Entity.dll,BENIGN,5.11,"F3, F9, F11"
file_894_System.Web.Entity.Design.dll,BENIGN,4.47,"F3, F9, F11"
file_895_System.Web.Extensions.dll,BENIGN,14.42,"F3, F9, F11"
file_896_System.Web.Extensions.Design.dll,BENIGN,5.03,"F3, F9, F11"
file_897_System.Web.Mobile.dll,BENIGN,4.03,"F3, F9, F11"
file_898_System.Web.RegularExpressions.dll,BENIGN,-10.0,"F1, F9"
file_899_System.Web.Routing.dll,BENIGN,-0.43,"F9, F11"
file_89_Microsoft.PowerShell.Commands.Diagnostics.resources.dll,BENIGN,-10.0,"F1, F9"
file_8_splwow64.exe,BENIGN,52.79,"F3, F6, F9, F11"
file_900_System.Web.Services.dll,BENIGN,10.63,"F3, F9, F11"
file_901_System.Windows.dll,BENIGN,8.51,"F3, F9, F11"
file_902_System.Windows.Controls.Ribbon.dll,BENIGN,6.85,"F3, F9, F11"
file_903_System.Windows.Forms.dll,BENIGN,16.76,"F3, F9, F11"
file_904_System.Windows.Forms.DataVisualization.dll,BENIGN,4.51,"F3, F9, F11"
file_905_System.Windows.Forms.DataVisualization.Design.dll,BENIGN,5.06,"F3, F9, F11"
file_906_System.Windows.Input.Manipulations.dll,BENIGN,5.41,"F3, F9, F11"
file_907_System.Windows.Presentation.dll,BENIGN,5.99,"F3, F9, F11"
file_908_System.Workflow.Activities.dll,BENIGN,14.86,"F3, F9, F11"
file_909_System.Workflow.ComponentModel.dll,BENIGN,16.39,"F3, F9, F11"
file_90_Microsoft.PowerShell.Commands.Management.dll,BENIGN,4.42,"F3, F9, F11"
file_910_System.Workflow.Runtime.dll,BENIGN,13.55,"F3, F9, F11"
file_911_System.WorkflowServices.dll,BENIGN,15.98,"F3, F9, F11"
file_912_System.Xaml.dll,BENIGN,17.01,"F3, F9, F11"
file_913_System.Xaml.Hosting.dll,BENIGN,6.57,"F3, F9, F11"
file_914_System.XML.dll,BENIGN,18.16,"F3, F9, F11"
file_915_System.Xml.Linq.dll,BENIGN,6.04,"F3, F9, F11"
file_916_System.Xml.ReaderWriter.dll,BENIGN,1.69,"F9, F11"
file_917_System.Xml.Serialization.dll,BENIGN,-1.21,"F9, F11"
file_918_System.Xml.XDocument.dll,BENIGN,1.97,"F9, F11"
file_919_System.Xml.XmlDocument.dll,BENIGN,1.54,"F9, F11"
file_91_Microsoft.PowerShell.Commands.Management.Resources.dll,BENIGN,-10.0,"F1, F9"
file_920_System.Xml.XmlSerializer.dll,BENIGN,1.73,"F9, F11"
file_921_System.Xml.XPath.dll,BENIGN,1.87,"F9, F11"
file_922_System.Xml.XPath.XDocument.dll,BENIGN,9.04,"F3, F9, F11"
file_923_TaskScheduler.dll,BENIGN,15.04,"F3, F9, F11"
file_924_TaskScheduler.resources.dll,BENIGN,19.11,"F3, F9, F11"
file_925_UIAutomationClient.dll,BENIGN,6.02,"F3, F9, F11"
file_926_UIAutomationClientsideProviders.dll,BENIGN,6.59,"F3, F9, F11"
file_927_UIAutomationProvider.dll,BENIGN,-2.56,"F9, F11"
file_928_UIAutomationTypes.dll,BENIGN,4.99,"F3, F9, F11"
file_929_Windows.Help.Runtime.dll,BENIGN,6.08,"F3, F9, F11"
file_92_Microsoft.PowerShell.Commands.Utility.dll,BENIGN,-10.0,"F1, F9"
file_930_WindowsBase.dll,BENIGN,17.7,"F3, F9, F11"
file_931_WindowsFormsIntegration.dll,BENIGN,5.79,"F3, F9, F11"
file_932_WsatConfig.exe,BENIGN,4.46,"F3, F9, F11"
file_933_XamlBuildTask.dll,BENIGN,6.21,"F3, F9, F11"
file_934_XsdBuildTask.dll,BENIGN,5.06,"F3, F9, F11"
file_935_Microsoft.DirectX.AudioVideoPlayback.dll,BENIGN,0.05,"F3, F11"
file_936_Microsoft.DirectX.Diagnostics.dll,BENIGN,-8.06,"F1, F3"
file_937_Microsoft.DirectX.Direct3D.dll,BENIGN,0.26,"F3, F11"
file_938_Microsoft.DirectX.Direct3DX.dll,BENIGN,14.54,"F3, F11"
file_939_Microsoft.DirectX.DirectDraw.dll,BENIGN,-0.4,"F3, F11"
file_93_Microsoft.PowerShell.Commands.Utility.Resources.dll,BENIGN,-10.0,"F1, F9"
file_940_Microsoft.DirectX.DirectInput.dll,BENIGN,1.28,"F3, F11"
file_941_Microsoft.DirectX.DirectPlay.dll,BENIGN,-0.68,"F3, F11"
file_942_Microsoft.DirectX.DirectSound.dll,BENIGN,0.73,"F3, F11"
file_943_Microsoft.DirectX.dll,BENIGN,10.4,"F3, F11"
file_944_Microsoft.DirectX.Direct3DX.dll,BENIGN,14.86,"F3, F11"
file_945_Microsoft.DirectX.Direct3DX.dll,BENIGN,0.85,"F3, F11"
file_946_Microsoft.DirectX.Direct3DX.dll,BENIGN,0.92,"F3, F11"
file_947_Microsoft.DirectX.Direct3DX.dll,BENIGN,0.86,"F3, F11"
file_948_Microsoft.DirectX.Direct3DX.dll,BENIGN,0.87,"F3, F11"
file_949_Microsoft.DirectX.Direct3DX.dll,BENIGN,0.86,"F3, F11"
file_94_Microsoft.PowerShell.ConsoleHost.dll,BENIGN,4.64,"F3, F9, F11"
file_950_Microsoft.DirectX.Direct3DX.dll,BENIGN,0.85,"F3, F11"
file_951_Microsoft.DirectX.Direct3DX.dll,BENIGN,0.88,"F3, F11"
file_952_Microsoft.DirectX.Direct3DX.dll,BENIGN,0.87,"F3, F11"
file_953_NETFXSBS10.exe,BENIGN,8.78,"F3, F9, F11"
file_954_sbscmp10.dll,BENIGN,-10.0,"F1, F9"
file_955_sbscmp20_mscorwks.dll,BENIGN,-10.0,"F1, F9"
file_956_sbscmp20_perfcounter.dll,BENIGN,-10.0,"F1, F9"
file_957_sbs_diasymreader.dll,BENIGN,-10.0,"F1, F9"
